gnome-logs 45.0-2
gnome-maps 48.2-1
gnome-menus 3.36.0-3
gnome-mimeapps 0.1-1
gnome-music 1:48beta-2
gnome-online-accounts 3.54.2-1
gnome-remote-desktop 48.1-1
gnome-session 48.0-1
gnome-settings-daemon 48.1-1
gnome-shell 1:48.1-1
gnome-shell-extensions 48.1-1
gnome-software 48.1-1
gnome-system-monitor 48.1-1
gnome-terminal 3.56.1-1
gnome-text-editor 48.2-2
gnome-themes-extra 3.28+r6+g45b1d457-2
gnome-tour 48.1-1
gnome-tweaks 46.1-2
gnome-user-docs 48.1-1
gnome-user-share 48.0-1
gnome-weather 48.0-2
gnu-free-fonts 20120503-8
gnu-netcat 0.7.1-10
gnulib-l10n 20241231-1
gnupg 2.4.7-1
gnutls 3.8.9-1
go 2:1.24.2-1
gobject-introspection 1.84.0-1
gobject-introspection-runtime 1.84.0-1
gom 0.5.3-2
google-chrome 135.0.7049.114-1
google-chrome-dev 137.0.7141.3-1
google-drive-ocamlfuse 0.7.32-1
gperftools 2.16-1
gpgme 1.24.2-1
gpm 1.20.7.r38.ge82d1a6-6
granite 1:6.2.0-1
graphene 1.10.8-2
graphite 1:1.3.14-4
grep 3.12-2
grilo 0.3.16-1
grilo-plugins 1:0.3.16+r46+gea3afa8c-1
grim 1.4.1-3
grimblast-git r124.e14d9c5-1
groff 1.23.0-7
grub 2:2.12.r283.ga4da71da-1
grub-customizer 5.2.5-1
gsettings-desktop-schemas 48.0-1
gsettings-system-schemas 48.0-1
gsfonts 20200910-4
gsl 2.8-1
gsm 1.0.22-2
gsound 1.0.3-3
gspell 1.14.0-2
gssdp 1.6.3-2
gst-devtools-libs 1.26.0-4
gst-editing-services 1.26.0-4
gst-plugin-gtk 1.26.0-4
gst-plugin-gtk4 0.13.5-1
gst-plugin-pipewire 1:1.4.2-1
gst-plugins-bad 1.26.0-4
gst-plugins-bad-libs 1.26.0-4
gst-plugins-base 1.26.0-4
gst-plugins-base-libs 1.26.0-4
gst-plugins-good 1.26.0-4
gst-python 1.26.0-4
gstreamer 1.26.0-4
gtest 1.16.0-2
gtk-layer-shell 0.9.1-1
gtk-update-icon-cache 1:4.18.4-1
gtk-vnc 1.5.0-1
gtk2 2.24.33-5
gtk3 1:3.24.49-1
gtk4 1:4.18.4-1
gtkmm-4.0 4.18.0-2
gtkmm3 3.24.10-1
gtksourceview4 4.8.4-1
gtksourceview5 5.16.0-1
guile 3.0.10-1
gum 0.16.0-1
gupnp 1:1.6.8-1
gupnp-av 0.14.3-1
gupnp-dlna 0.12.0-3
gupnp-igd 1.6.0-1
gvfs 1.57.2-2
gvfs-afc 1.57.2-2
gvfs-dnssd 1.57.2-2
gvfs-goa 1.57.2-2
gvfs-google 1.57.2-2
gvfs-gphoto2 1.57.2-2
gvfs-mtp 1.57.2-2
gvfs-nfs 1.57.2-2
gvfs-onedrive 1.57.2-2
gvfs-smb 1.57.2-2
gvfs-wsdd 1.57.2-2
gzip 1.14-2
harfbuzz 11.1.0-1
harfbuzz-icu 11.1.0-1
hdparm 9.65-2
hicolor-icon-theme 0.18-1
hidapi 0.14.0-3
highway 1.2.0-1
htop 3.4.1-1
hunspell 1.7.2-2
hwdata 0.394-1
hwloc 2.12.0-1
hyphen 2.8.8-6
hyprcursor 0.1.12-2
hyprgraphics 0.1.3-3
hypridle 0.1.6-3
hyprland 0.48.1-4
hyprland-qt-support 0.1.0-5
hyprland-qtutils 0.1.3-6
hyprlang 0.6.1-1
hyprlock 0.8.1-1
hyprpaper 0.7.4-6
hyprpicker 0.4.4-1
hyprshade 3.2.1-1
hyprshot 1.3.0-2
hyprutils 0.6.0-1
hyprwayland-scanner 0.4.4-1
iana-etc 20250328-1
icu 76.1-1
iio-sensor-proxy 3.6-1
ijs 0.35-6
imagemagick 7.1.1.47-1
imath 3.1.12-3
imlib2 1.12.5-1
imv 4.5.0-5
iniparser 4.2.6-1
intel-compute-runtime 25.13.33276.16-1
intel-gmmlib 22.7.1-1
intel-graphics-compiler 1:2.10.8-1
intel-media-driver 25.2.1-1
intel-ucode 20250211-1
intltool 0.51.0-6
iproute2 6.14.0-1
iptables 1:1.8.11-2
iputils 20240905-1
iso-codes 4.18.0-1
itstool 1:2.0.7-3
iw 6.9-1
iwd 3.6-1
j4-dmenu-desktop 3.2-2
jansson 2.14.1-1
jasper 4.2.5-1
java-environment-common 3-6
java-runtime-common 3-6
jbig2dec 0.20-1
jbigkit 2.1-8
jdk21-openjdk 21.0.7.u6-1
jq 1.7.1-2
js128 128.9.0-1
json-c 0.18-1
json-glib 1.10.6-1
jsoncpp 1.9.6-3
kaccounts-integration 25.04.0-1
karchive 6.13.0-1
kauth 6.13.0-1
kbd 2.7.1-2
kbookmarks 6.13.0-1
kcmutils 6.13.0-1
kcodecs 6.13.0-1
kcolorscheme 6.13.0-1
kcompletion 6.13.0-1
kconfig 6.13.0-1
kconfigwidgets 6.13.0-1
kcoreaddons 6.13.0-1
kcrash 6.13.0-1
kdbusaddons 6.13.0-1
kdecoration 6.3.4-1
kdenlive 25.04.0-1
kdnssd 6.13.0-1
kdsoap-qt6 2.2.0-1
kdsoap-ws-discovery-client 0.4.0-1
keyutils 1.6.3-3
kfilemetadata 6.13.0-1
kglobalaccel 6.13.0-1
kguiaddons 6.13.0-1
ki18n 6.13.0-1
kiconthemes 6.13.0-1
kidletime 6.13.0-1
kio 6.13.0-1
kio-extras 25.04.0-1
kirigami 6.13.0-1
kitemmodels 6.13.0-1
kitemviews 6.13.0-1
kitty 0.41.1-1
kitty-shell-integration 0.41.1-1
kitty-terminfo 0.41.1-1
kjobwidgets 6.13.0-1
kmod 34.2-1
knewstuff 6.13.0-1
knotifications 6.13.0-1
knotifyconfig 6.13.0-1
kpackage 6.13.0-1
kparts 6.13.0-1
krb5 1.21.3-1
krunner 6.13.0-1
kservice 6.13.0-1
ktextwidgets 6.13.0-1
kuserfeedback 6.13.0-1
kwallet 6.13.0-1
kwidgetsaddons 6.13.0-1
kwindowsystem 6.13.0-1
kxmlgui 6.13.0-1
l-smash 2.14.5-4
ladspa 1.17-5
lame 3.100-5
lapack 3.12.1-2
latencyflex-bin 0.1.1-4
latencyflex-bin-debug 0.1.1-4
lcms2 2.17-1
ldb 2:4.22.1-1
leancrypto 1.3.0-1
lensfun 1:0.3.4-5
less 1:668-1
libabw 0.1.3-4
libaccounts-glib 1.27-2
libaccounts-qt 1.17-1
libadwaita 1:1.7.2-1
libaio 0.3.113-3
libao 1.2.2-6
libappindicator-gtk3 12.10.0.r298-4
libarchive 3.7.9-1
libass 0.17.3-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-6
libatomic_ops 7.8.2-1
libavc1394 0.5.4-6
libavif 1.2.1-1
libavtp 0.2.0-3
libayatana-appindicator 0.5.94-1
libayatana-indicator 0.9.4-1
libb2 0.98.1-3
libblockdev 3.3.0-1
libblockdev-crypto 3.3.0-1
libblockdev-fs 3.3.0-1
libblockdev-loop 3.3.0-1
libblockdev-mdraid 3.3.0-1
libblockdev-nvme 3.3.0-1
libblockdev-part 3.3.0-1
libblockdev-swap 3.3.0-1
libbluray 1.3.4-2
libbpf 1.5.0-1
libbs2b 3.1.0-9
libbsd 0.12.2-2
libburn 1.5.6-1
libbytesize 2.11-1
libc++ 19.1.7-1
libc++abi 19.1.7-1
libcaca 0.99.beta20-5
libcacard 2.8.1-1
libcanberra 1:0.30+r2+gc0620e4-4
libcap 2.76-1
libcap-ng 0.8.5-3
libcbor 0.11.0-1
libcdio 2.2.0-1
libcdio-paranoia 10.2+2.0.2-1
libcdr 0.1.8-2
libcloudproviders 0.3.6-1
libcmis 0.6.2-3
libcolord 1.4.7-2
libcomps 0.1.21-4
libcue 2.3.0-1
libcups 2:2.4.12-1
libdaemon 0.14-6
libdatachannel 0.21.2-2
libdatrie 0.2.13-4
libdbusmenu-glib 16.04.0.r498-2
libdbusmenu-gtk3 16.04.0.r498-2
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.15-3
libdecor 0.2.2-1
libdeflate 1.23-1
libdispatch 6.1-1
libdisplay-info 0.2.0-2
libdmapsharing 3.9.13-1
libdnf 0.74.0-1
libdovi 3.3.1-1
libdrm 2.4.124-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-3
libdvdnav 6.1.1-2
libdvdread 6.1.3-2
libe-book 0.1.3-17
libebml 1.4.5-1
libebur128 1.2.6-2
libedataserverui4 3.56.1-1
libedit 20250104_3.1-1
libei 1.4.0-1
libelf 0.192-4
libepoxy 1.5.10-3
libepubgen 0.1.1-5
libetonyek 0.1.12-2
libev 4.33-3
libevdev 1.13.4-1
libevent 2.1.12-4
libexif 0.6.25-1
libexttextcat 3.4.7-1
libfdk-aac 2.0.3-1
libffi 3.4.8-1
libfontenc 1.1.8-1
libfreeaptx 0.2.2-1
libfreehand 0.1.2-5
libgcrypt 1.11.0-3
libgdata 0.18.1-3
libgdm 48.0-1
libgee 0.20.8-1
libgexiv2 0.14.3-2
libgirepository 1.84.0-1
libgit2 1:1.9.0-2
libglvnd 1.7.0-1
libgme 0.6.4-1
libgoa 3.54.2-1
libgpg-error 1.55-1
libgphoto2 2.5.31-3
libgsf 1.14.53-1
libgtop 2.41.3-2
libgudev 238-1
libgusb 0.4.9-2
libgweather-4 4.4.4-1
libgxps 0.3.2-5
libhandy 1.8.3-2
libheif 1.19.8-1
libibus 1.5.32-1
libical 3.0.20-1
libice 1.1.2-1
libidn 1.43-1
libidn2 2.3.7-1
libiec61883 1.2.0-8
libieee1284 0.2.11-18
libimagequant 4.3.4-1
libimobiledevice 1.3.0-16
libimobiledevice-glue 1.3.1-1
libinih 58-1
libinput 1.28.1-1
libinput-gestures 2.79-1
libinstpatch 1.1.6-3
libiptcdata 1.0.5-4
libisl 0.27-1
libisoburn 1.5.6-1
libisofs 1.5.6-1
libixion 0.20.0-1
libjpeg-turbo 3.1.0-1
libjuice 1.5.2-1
libjxl 0.11.1-3
libkexiv2 25.04.0-1
libkeybinder3 0.3.2-5
libksba 1.6.7-2
liblangtag 0.6.7-1
liblc3 1.1.3-1
libldac 2.0.2.3-2
libldap 2.6.9-1
libliftoff 0.5.0-1
liblo 1:0.32-1
liblouis 3.33.0-1
liblqr 0.4.3-1
liblrdf 0.6.1-5
liblsp-r3d-glx-lib 1.2.21-1
libltc 1.3.2-2
libluv 1.48.0_2-1
libmad 0.15.1b-10
libmalcontent 0.13.0-1
libmanette 0.2.12-1
libmatroska 1.7.1-2
libmd 1.1.0-2
libmediaart 1.9.7-1
libmfx 23.2.2-3
libmicrodns 0.2.0-2
libmm-glib 1.24.0-1
libmng 2.0.3-4
libmnl 1.0.5-2
libmodplug 0.8.9.0-6
libmodulemd 2.15.0-5
libmpc 1.3.1-2
libmpcdec 1:0.1+r475-6
libmpdclient 2.22-1
libmpeg2 0.5.1-10
libmspub 0.1.4-17
libmtp 1.1.22-1
libmwaw 0.3.22-3
libmypaint 1.6.1-2
libmysofa 1.3.3-1
libnautilus-extension 48.1-1
libnbd 1.22.1-1
libndp 1.9-1
libnet 2:1.3-1
libnetfilter_conntrack 1.0.9-2
libnewt 0.52.25-1
libnfnetlink 1.0.2-2
libnfs 6.0.2-3
libnftnl 1.2.9-1
libnghttp2 1.65.0-1
libnghttp3 1.9.0-1
libngtcp2 1.12.0-1
libnice 0.1.22-1
libnl 3.11.0-1
libnm 1.52.0-1
libnma 1.10.6-3
libnma-common 1.10.6-3
libnma-gtk4 1.10.6-3
libnotify 0.8.6-1
libnsl 2.0.1-1
libnumbertext 1.0.11-2
libnvme 1.12-2
liboauth 1:1.0.3+r16+gc26f038-2
libodfgen 0.1.8-3
libogg 1.3.5-2
libopenmpt 0.7.13-2
liborcus 0.20.0-1
libosinfo 1.12.0-1
libp11-kit 0.25.5-1
libpagemaker 0.0.4-4
libpaper 2.2.6-1
libpcap 1.10.5-2
libpciaccess 0.18.1-2
libpeas 1.36.0-7
libpgm 5.3.128-3
libphonenumber 1:9.0.1-1
libpipeline 1.5.8-1
libpipewire 1:1.4.2-1
libplacebo 7.349.0-6
libplist 2.6.0-2
libpng 1.6.47-1
libpng12 1.2.59-2
libportal 0.9.1-1
libportal-gtk3 0.9.1-1
libportal-gtk4 0.9.1-1
libproxy 0.5.9-1
libpsl 0.21.5-2
libpulse 17.0+r43+g3e2bb8a1e-1
libpwquality 1.4.5-6
libqxp 0.0.2-13
libraqm 0.10.2-1
libraw 0.21.4-1
libraw1394 2.1.2-4
libreoffice-still 24.8.6-2
librepo 1.19.0-2
librest 0.9.1-2
librevenge 0.0.5-3
librsvg 2:2.60.0-1
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.5.6-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libshumate 1.4.0-1
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsixel 1.10.5-1
libslirp 4.9.0-1
libsm 1.2.6-1
libsndfile 1.2.2-3
libsodium 1.0.20-1
libsolv 0.7.32-2
libsoup 2.74.3-1
libsoup3 3.6.5-1
libsoxr 0.1.3-4
libspectre 0.2.12-2
libspeechd 0.12.0-1
libspelling 0.4.8-1
libspiro 1:20240903-1
libspng 0.7.4-2
libsrtp 1:2.7.0-1
libssh 0.11.1-1
libssh2 1.11.1-1
libstaroffice 0.0.7-4
libstemmer 2.2.0-2
libsynctex 2025.2-1
libsysprof-capture 48.0-4
libtar 1.2.20-7
libtasn1 4.20.0-1
libteam 1.32-2
libthai 0.1.29-3
libtheora 1.2.0-1
libtiff 4.7.0-1
libtirpc 1.3.6-1
libtommath 1.3.0-1
libtool 2.5.4+r1+gbaa1fe41-3
libtraceevent 1:1.8.4-1
libtracefs 1.8.2-1
libunibreak 6.1-1
libunistring 1.3-1
libunwind 1.8.1-3
libupnp 1.14.20-2
liburing 2.9-1
libusb 1.0.28-1
libusbmuxd 2.1.0-1
libutempter 1.2.3-1
libutf8proc 2.10.0-1
libuv 1.51.0-1
libva 2.22.0-1
libva-intel-driver 2.4.1-5
libvdpau 1.5-3
libverto 0.3.2-5
libvirt 1:11.2.0-1
libvirt-glib 5.0.0-2
libvirt-python 1:11.2.0-1
libvisio 0.1.8-2
libvlc 3.0.21-17
libvncserver 0.9.14-4
libvorbis 1.3.7-4
libvpl 2.15.0-1
libvpx 1.15.0-1
libvterm 0.3.3-2
libwacom 2.15.0-1
libwbclient 2:4.22.1-1
libwebp 1.5.0-1
libwireplumber 0.5.8-1
libwmf 0.2.13-4
libwnck3 43.2-1
libwpd 0.10.3-5
libwps 0.4.14-3
libx11 1.8.12-1
libxau 1.0.12-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.4.38-1
libxcrypt-compat 4.4.38-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.6-2
libxdmcp 1.1.5-1
libxdp 1.5.3-1
libxext 1.3.6-1
libxfce4ui 4.20.1-2
libxfce4util 4.20.1-1
libxfixes 6.0.1-2
libxfont2 2.0.7-1
libxft 2.3.9-1
libxi 1.8.2-1
libxinerama 1.1.5-2
libxkbcommon 1.8.1-1
libxkbcommon-x11 1.8.1-1
libxkbfile 1.1.3-1
libxml2 2.13.8-1
libxmlb 0.3.22-1
libxmu 1.2.1-1
libxpm 3.5.17-2
libxpresent 1.0.1-2
libxrandr 1.5.4-1
libxrender 0.9.12-1
libxres 1.2.2-2
libxshmfence 1.3.3-1
libxslt 1.1.43-1
libxss 1.2.4-2
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.6-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.3-1
libzmf 0.0.2-17
licenses 20240728-1
lilv 0.24.26-1
linux 6.14.4.arch1-1
linux-api-headers 6.14-1
linux-firmware 20250408.c1a774f3-1
linux-firmware-whence 20250408.c1a774f3-1
linux-lts 6.12.25-1
linux-zen 6.14.4.zen1-1
llhttp 9.2.1-2
llvm-libs 19.1.7-1
lm_sensors 1:3.6.0.r41.g31d1f125-3
lmdb 0.9.33-1
localsearch 3.9.0-2
loupe 48.1-1
lpsolve 5.5.2.11-3
lsof 4.99.4-1
lsp-plugins 1.2.21-1
lsp-plugins-clap 1.2.21-1
lsp-plugins-gst 1.2.21-1
lsp-plugins-ladspa 1.2.21-1
lsp-plugins-lv2 1.2.21-1
lsp-plugins-standalone 1.2.21-1
lsp-plugins-vst 1.2.21-1
lsp-plugins-vst3 1.2.21-1
lua 5.4.7-1
lua51-lpeg 1.1.0-3
luajit 2.1.1741730670-1
lv2 1.18.10-1
lxappearance 0.6.4-1
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.19-3
mailcap 2.1.54-2
make 4.4.1-2
malcontent 0.13.0-1
man-db 2.13.0-1
man-pages 6.13-1
materia-gtk-theme 20210322-3
mbedtls 3.6.3-1
md4c 0.5.2-1
mdadm 4.4-1
media-player-info 26-1
mesa 1:25.0.4-1
meson 1.7.2-1
minizip 1:1.3.1-2
mjpegtools 2.2.1-2
mkinitcpio 39.2-3
mkinitcpio-busybox 1.36.1-1
ml4w-hyprland-git 2.9.8.5-2
mlt 7.30.0-1
mobile-broadband-provider-info 20240407-1
mod_dnssd 0.6-9
mpdecimal 4.0.0-2
mpfr 4.2.2-1
mpg123 1.32.10-1
mpv 1:0.40.0-2
msgpack-c 6.1.0-2
msgraph 0.3.3-1
mtdev 1.1.7-1
mujs 1.3.6-1
multitail 7.1.5-1
multitail-debug 7.1.5-1
mutter 48.2-1
mypaint-brushes1 1.3.1-2
nano 8.4-1
nautilus 48.1-1
nautilus-open-any-terminal 0.6.0-3
nautilus-python 4.0.1-4
ncurses 6.5-3
ndctl 79-1
neofetch 7.1.0-2
neon 0.34.2-1
neovim 0.11.1-2
net-snmp 5.9.4-6
netstandard-targeting-pack 9.0.4.sdk105-1
nettle 3.10.1-1
network-manager-applet 1.36.0-1
networkmanager 1.52.0-1
ninja 1.12.1-2
nm-connection-editor 1.36.0-1
node-gyp 11.2.0-1
nodejs 23.9.0-1
nodejs-nopt 7.2.1-1
noto-fonts 1:2025.04.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.047-1
noto-fonts-extra 1:2025.04.01-1
npm 11.3.0-1
npth 1.8-1
nspr 4.36-1
nss 3.110-1
ntfs-3g 2022.10.3-2
numactl 2.0.19-1
nushell 0.103.0-1
nvm 0.40.3-1
nwg-dock-hyprland 0.4.5-1
nwg-look 1.0.4-1
obs-studio 31.0.3-1
ocaml 5.3.0-1
ocaml-base 0.17.0-3
ocaml-biniou 1.2.2-7
ocaml-cmdliner 1.3.0-3
ocaml-compiler-libs 5.3.0-1
ocaml-compiler-libs-repackaged 0.17.0-2
ocaml-cryptokit 1.20.1-2
ocaml-cryptokit-debug 1.20.1-2
ocaml-curl 0.9.2-3
ocaml-easy-format 1.3.4-4
ocaml-extlib 1.8.0-2
ocaml-extlib-debug 1.8.0-2
ocaml-findlib 1.9.8-4
ocaml-hmap 0.8.1-1
ocaml-intrinsics-kernel 0.17.1-3
ocaml-iostream 0.3-2
ocaml-lwt 5.9.1-1
ocaml-ocplib-endian 1.2-9
ocaml-ounit 2.2.7-5
ocaml-ppx_derivers 1.2.1-17
ocaml-ppx_here 1:0.17.0-3
ocaml-ppx_let 0.17.0-3
ocaml-ppxlib 1:0.35.0-1
ocaml-react 1.2.2-5
ocaml-result 1.5-14
ocaml-seq base-10
ocaml-sexplib0 0.17.0-3
ocaml-sqlite3 5.3.1-1
ocaml-stdio 0.17.0-3
ocaml-topkg 1.0.7-6
ocaml-yojson 2.2.2-1
ocaml-zarith 1.14-3
ocamlbuild 0.16.1-1
ocamlfuse 2.7.1-14
ocamlfuse-debug 2.7.1-14
ocl-icd 2.3.2-2
oh-my-posh-bin 25.19.0-1
oh-my-posh-bin-debug 25.19.0-1
onetbb 2022.1.0-1
oniguruma 6.9.10-1
opam 2.3.0-4
openal 1.24.3-1
opencore-amr 0.1.6-2
openexr 3.3.3-1
openh264 2.6.0-1
openjpeg2 2.5.3-1
openssh 10.0p1-3
openssl 3.5.0-1
opentimelineio 0.17.0-2
opus 1.5.2-1
orc 0.4.41-1
orca 48.0-1
osinfo-db 20250124-1
ostree 2025.2-2
otf-font-awesome 6.7.2-1
p11-kit 0.25.5-1
pacman 7.0.0.r6.gc685ae6-2
pacman-contrib 1.11.0-1
pacman-mirrorlist 20250311-1
pacseek 1.8.5-1
pacseek-debug 1.8.5-1
pacutils 0.15.0-1
pam 1.7.0-2
pambase 20230918-2
pamixer 1.6-3
pango 1:1.56.3-1
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
papirus-icon-theme 20250201-1
parted 3.6-2
paru 2.0.4-1
paru-debug 2.0.4-1
patch 2.8-1
patchelf 0.18.0-3
pavucontrol 1:6.1-1
